filepath,species,split
data\processed\images_128\dog_00743_flickr_dog_000830.jpg,dog,train
data\processed\images_128\dog_04695_pixabay_dog_004012.jpg,dog,train
data\processed\images_128\dog_04187_pixabay_dog_003453.jpg,dog,train
data\processed\images_128\dog_00218_flickr_dog_000242.jpg,dog,train
data\processed\images_128\dog_00656_flickr_dog_000730.jpg,dog,train
data\processed\images_128\cat_00408_flickr_cat_000460.jpg,cat,train
data\processed\images_128\dog_02206_pixabay_dog_001280.jpg,dog,train
data\processed\images_128\cat_04108_pixabay_cat_003685.jpg,cat,train
data\processed\images_128\dog_03336_pixabay_dog_002514.jpg,dog,train
data\processed\images_128\dog_01250_pixabay_dog_000208.jpg,dog,train
data\processed\images_128\dog_03625_pixabay_dog_002834.jpg,dog,train
data\processed\images_128\dog_03210_pixabay_dog_002379.jpg,dog,train
data\processed\images_128\cat_04621_pixabay_cat_004250.jpg,cat,train
data\processed\images_128\cat_00373_flickr_cat_000422.jpg,cat,train
data\processed\images_128\dog_00779_flickr_dog_000872.jpg,dog,train
data\processed\images_128\dog_04696_pixabay_dog_004013.jpg,dog,train
data\processed\images_128\dog_00002_flickr_dog_000004.jpg,dog,train
data\processed\images_128\cat_05346_pixabay_cat_001040.jpg,cat,train
data\processed\images_128\dog_05057_pixabay_dog_002044.jpg,dog,train
data\processed\images_128\cat_01994_pixabay_cat_001399.jpg,cat,train
data\processed\images_128\dog_01519_pixabay_dog_000522.jpg,dog,train
data\processed\images_128\cat_03837_pixabay_cat_003391.jpg,cat,train
data\processed\images_128\dog_00000_flickr_dog_000002.jpg,dog,train
data\processed\images_128\cat_02913_pixabay_cat_002389.jpg,cat,train
data\processed\images_128\cat_04193_pixabay_cat_003784.jpg,cat,train
data\processed\images_128\dog_00644_flickr_dog_000716.jpg,dog,train
data\processed\images_128\dog_01973_pixabay_dog_001020.jpg,dog,train
data\processed\images_128\cat_01806_pixabay_cat_001193.jpg,cat,train
data\processed\images_128\dog_01007_flickr_dog_001126.jpg,dog,train
data\processed\images_128\dog_01044_flickr_dog_001163.jpg,dog,train
data\processed\images_128\dog_02361_pixabay_dog_001452.jpg,dog,train
data\processed\images_128\cat_01813_pixabay_cat_001202.jpg,cat,train
data\processed\images_128\cat_04081_pixabay_cat_003658.jpg,cat,train
data\processed\images_128\cat_03029_pixabay_cat_002517.jpg,cat,train
data\processed\images_128\dog_03377_pixabay_dog_002561.jpg,dog,train
data\processed\images_128\dog_03635_pixabay_dog_002846.jpg,dog,train
data\processed\images_128\dog_00325_flickr_dog_000359.jpg,dog,train
data\processed\images_128\dog_00209_flickr_dog_000233.jpg,dog,train
data\processed\images_128\dog_04307_pixabay_dog_003588.jpg,dog,train
data\processed\images_128\cat_03310_pixabay_cat_002817.jpg,cat,train
data\processed\images_128\cat_03343_pixabay_cat_002853.jpg,cat,train
data\processed\images_128\cat_05327_pixabay_cat_000844.jpg,cat,train
data\processed\images_128\cat_01762_pixabay_cat_001148.jpg,cat,train
data\processed\images_128\cat_00291_flickr_cat_000331.jpg,cat,train
data\processed\images_128\cat_01837_pixabay_cat_001228.jpg,cat,train
data\processed\images_128\cat_01397_pixabay_cat_000739.jpg,cat,train
data\processed\images_128\dog_01111_pixabay_dog_000055.jpg,dog,train
data\processed\images_128\dog_02325_pixabay_dog_001412.jpg,dog,train
data\processed\images_128\cat_02862_pixabay_cat_002334.jpg,cat,train
data\processed\images_128\dog_02142_pixabay_dog_001212.jpg,dog,train
data\processed\images_128\cat_02772_pixabay_cat_002236.jpg,cat,train
data\processed\images_128\dog_04010_pixabay_dog_003254.jpg,dog,train
data\processed\images_128\dog_01690_pixabay_dog_000709.jpg,dog,train
data\processed\images_128\cat_04994_pixabay_cat_004661.jpg,cat,train
data\processed\images_128\dog_00763_flickr_dog_000855.jpg,dog,train
data\processed\images_128\cat_01250_pixabay_cat_000576.jpg,cat,train
data\processed\images_128\cat_00352_flickr_cat_000399.jpg,cat,train
data\processed\images_128\cat_01335_pixabay_cat_000672.jpg,cat,train
data\processed\images_128\dog_00225_flickr_dog_000251.jpg,dog,train
data\processed\images_128\dog_03800_pixabay_dog_003026.jpg,dog,train
data\processed\images_128\cat_03314_pixabay_cat_002821.jpg,cat,train
data\processed\images_128\cat_02631_pixabay_cat_002078.jpg,cat,train
data\processed\images_128\cat_01134_pixabay_cat_000448.jpg,cat,train
data\processed\images_128\dog_02314_pixabay_dog_001401.jpg,dog,train
data\processed\images_128\cat_02125_pixabay_cat_001540.jpg,cat,train
data\processed\images_128\dog_03612_pixabay_dog_002820.jpg,dog,train
data\processed\images_128\cat_03592_pixabay_cat_003126.jpg,cat,train
data\processed\images_128\dog_01995_pixabay_dog_001046.jpg,dog,train
data\processed\images_128\cat_04408_pixabay_cat_004018.jpg,cat,train
data\processed\images_128\cat_02765_pixabay_cat_002228.jpg,cat,train
data\processed\images_128\dog_02205_pixabay_dog_001279.jpg,dog,train
data\processed\images_128\dog_02552_pixabay_dog_001660.jpg,dog,train
data\processed\images_128\dog_00669_flickr_dog_000744.jpg,dog,train
data\processed\images_128\dog_00827_flickr_dog_000922.jpg,dog,train
data\processed\images_128\cat_05017_pixabay_cat_004687.jpg,cat,train
data\processed\images_128\cat_03659_pixabay_cat_003199.jpg,cat,train
data\processed\images_128\cat_02292_pixabay_cat_001720.jpg,cat,train
data\processed\images_128\dog_00338_flickr_dog_000372.jpg,dog,train
data\processed\images_128\cat_01666_pixabay_cat_001042.jpg,cat,train
data\processed\images_128\cat_01616_pixabay_cat_000985.jpg,cat,train
data\processed\images_128\cat_03397_pixabay_cat_002915.jpg,cat,train
data\processed\images_128\dog_02527_pixabay_dog_001632.jpg,dog,train
data\processed\images_128\dog_01131_pixabay_dog_000076.jpg,dog,train
data\processed\images_128\dog_01202_pixabay_dog_000154.jpg,dog,train
data\processed\images_128\dog_01251_pixabay_dog_000209.jpg,dog,train
data\processed\images_128\cat_03515_pixabay_cat_003045.jpg,cat,train
data\processed\images_128\dog_04703_pixabay_dog_004021.jpg,dog,train
data\processed\images_128\dog_01792_pixabay_dog_000825.jpg,dog,train
data\processed\images_128\cat_02664_pixabay_cat_002113.jpg,cat,train
data\processed\images_128\cat_02714_pixabay_cat_002172.jpg,cat,train
data\processed\images_128\cat_01702_pixabay_cat_001079.jpg,cat,train
data\processed\images_128\cat_01890_pixabay_cat_001283.jpg,cat,train
data\processed\images_128\cat_05170_flickr_cat_000180.jpg,cat,train
data\processed\images_128\cat_02970_pixabay_cat_002451.jpg,cat,train
data\processed\images_128\dog_02706_pixabay_dog_001823.jpg,dog,train
data\processed\images_128\dog_01589_pixabay_dog_000597.jpg,dog,train
data\processed\images_128\dog_03200_pixabay_dog_002369.jpg,dog,train
data\processed\images_128\cat_05372_pixabay_cat_001367.jpg,cat,train
data\processed\images_128\cat_01036_pixabay_cat_000340.jpg,cat,train
data\processed\images_128\dog_02453_pixabay_dog_001551.jpg,dog,train
data\processed\images_128\dog_03847_pixabay_dog_003075.jpg,dog,train
data\processed\images_128\cat_02435_pixabay_cat_001869.jpg,cat,train
data\processed\images_128\dog_01779_pixabay_dog_000810.jpg,dog,train
data\processed\images_128\dog_00394_flickr_dog_000432.jpg,dog,train
data\processed\images_128\cat_01278_pixabay_cat_000606.jpg,cat,train
data\processed\images_128\cat_03579_pixabay_cat_003112.jpg,cat,train
data\processed\images_128\dog_02311_pixabay_dog_001398.jpg,dog,train
data\processed\images_128\cat_01858_pixabay_cat_001249.jpg,cat,train
data\processed\images_128\dog_03192_pixabay_dog_002359.jpg,dog,train
data\processed\images_128\dog_02411_pixabay_dog_001504.jpg,dog,train
data\processed\images_128\cat_05239_flickr_cat_000802.jpg,cat,train
data\processed\images_128\cat_03778_pixabay_cat_003326.jpg,cat,train
data\processed\images_128\cat_01841_pixabay_cat_001232.jpg,cat,train
data\processed\images_128\dog_02110_pixabay_dog_001174.jpg,dog,train
data\processed\images_128\dog_00140_flickr_dog_000153.jpg,dog,train
data\processed\images_128\cat_02273_pixabay_cat_001701.jpg,cat,train
data\processed\images_128\cat_05584_pixabay_cat_004044.jpg,cat,train
data\processed\images_128\cat_05180_flickr_cat_000233.jpg,cat,train
data\processed\images_128\dog_03387_pixabay_dog_002573.jpg,dog,train
data\processed\images_128\dog_04197_pixabay_dog_003463.jpg,dog,train
data\processed\images_128\dog_04194_pixabay_dog_003460.jpg,dog,train
data\processed\images_128\dog_04540_pixabay_dog_003840.jpg,dog,train
data\processed\images_128\dog_03173_pixabay_dog_002340.jpg,dog,train
data\processed\images_128\dog_05139_pixabay_dog_002949.jpg,dog,train
data\processed\images_128\dog_04654_pixabay_dog_003963.jpg,dog,train
data\processed\images_128\cat_02089_pixabay_cat_001502.jpg,cat,train
data\processed\images_128\cat_01726_pixabay_cat_001110.jpg,cat,train
data\processed\images_128\cat_02563_pixabay_cat_002006.jpg,cat,train
data\processed\images_128\dog_03055_pixabay_dog_002209.jpg,dog,train
data\processed\images_128\dog_03722_pixabay_dog_002942.jpg,dog,train
data\processed\images_128\dog_01606_pixabay_dog_000620.jpg,dog,train
data\processed\images_128\cat_03706_pixabay_cat_003252.jpg,cat,train
data\processed\images_128\cat_01257_pixabay_cat_000584.jpg,cat,train
data\processed\images_128\dog_03447_pixabay_dog_002638.jpg,dog,train
data\processed\images_128\cat_04326_pixabay_cat_003932.jpg,cat,train
data\processed\images_128\cat_00372_flickr_cat_000421.jpg,cat,train
data\processed\images_128\cat_03059_pixabay_cat_002548.jpg,cat,train
data\processed\images_128\cat_00427_flickr_cat_000479.jpg,cat,train
data\processed\images_128\cat_01790_pixabay_cat_001176.jpg,cat,train
data\processed\images_128\dog_05189_pixabay_dog_003489.jpg,dog,train
data\processed\images_128\cat_00089_flickr_cat_000098.jpg,cat,train
data\processed\images_128\cat_03607_pixabay_cat_003143.jpg,cat,train
data\processed\images_128\dog_02417_pixabay_dog_001511.jpg,dog,train
data\processed\images_128\cat_03936_pixabay_cat_003500.jpg,cat,train
data\processed\images_128\dog_00804_flickr_dog_000898.jpg,dog,train
data\processed\images_128\dog_04382_pixabay_dog_003666.jpg,dog,train
data\processed\images_128\cat_01120_pixabay_cat_000432.jpg,cat,train
data\processed\images_128\dog_02379_pixabay_dog_001471.jpg,dog,train
data\processed\images_128\dog_01653_pixabay_dog_000670.jpg,dog,train
data\processed\images_128\dog_01493_pixabay_dog_000487.jpg,dog,train
data\processed\images_128\dog_02118_pixabay_dog_001182.jpg,dog,train
data\processed\images_128\cat_04462_pixabay_cat_004077.jpg,cat,train
data\processed\images_128\cat_01389_pixabay_cat_000729.jpg,cat,train
data\processed\images_128\dog_04267_pixabay_dog_003546.jpg,dog,train
data\processed\images_128\dog_01355_pixabay_dog_000328.jpg,dog,train
data\processed\images_128\cat_05048_pixabay_cat_004719.jpg,cat,train
data\processed\images_128\dog_03816_pixabay_dog_003042.jpg,dog,train
data\processed\images_128\dog_05180_pixabay_dog_003406.jpg,dog,train
data\processed\images_128\cat_02372_pixabay_cat_001804.jpg,cat,train
data\processed\images_128\dog_01665_pixabay_dog_000683.jpg,dog,train
data\processed\images_128\cat_02607_pixabay_cat_002052.jpg,cat,train
data\processed\images_128\cat_01163_pixabay_cat_000479.jpg,cat,train
data\processed\images_128\dog_01084_pixabay_dog_000025.jpg,dog,train
data\processed\images_128\cat_01552_pixabay_cat_000917.jpg,cat,train
data\processed\images_128\cat_04502_pixabay_cat_004120.jpg,cat,train
data\processed\images_128\cat_03653_pixabay_cat_003192.jpg,cat,train
data\processed\images_128\cat_03566_pixabay_cat_003099.jpg,cat,train
data\processed\images_128\cat_03333_pixabay_cat_002843.jpg,cat,train
data\processed\images_128\cat_05560_pixabay_cat_003755.jpg,cat,train
data\processed\images_128\cat_03116_pixabay_cat_002608.jpg,cat,train
data\processed\images_128\cat_03587_pixabay_cat_003121.jpg,cat,train
data\processed\images_128\dog_02911_pixabay_dog_002050.jpg,dog,train
data\processed\images_128\cat_02644_pixabay_cat_002093.jpg,cat,train
data\processed\images_128\dog_02936_pixabay_dog_002077.jpg,dog,train
data\processed\images_128\cat_04230_pixabay_cat_003825.jpg,cat,train
data\processed\images_128\cat_05004_pixabay_cat_004673.jpg,cat,train
data\processed\images_128\cat_03685_pixabay_cat_003231.jpg,cat,train
data\processed\images_128\dog_02945_pixabay_dog_002086.jpg,dog,train
data\processed\images_128\dog_01629_pixabay_dog_000644.jpg,dog,train
data\processed\images_128\dog_00228_flickr_dog_000256.jpg,dog,train
data\processed\images_128\dog_00767_flickr_dog_000860.jpg,dog,train
data\processed\images_128\cat_02312_pixabay_cat_001743.jpg,cat,train
data\processed\images_128\cat_00654_flickr_cat_000735.jpg,cat,train
data\processed\images_128\cat_00113_flickr_cat_000124.jpg,cat,train
data\processed\images_128\cat_04510_pixabay_cat_004128.jpg,cat,train
data\processed\images_128\cat_02263_pixabay_cat_001689.jpg,cat,train
data\processed\images_128\dog_03014_pixabay_dog_002165.jpg,dog,train
data\processed\images_128\cat_00275_flickr_cat_000313.jpg,cat,train
data\processed\images_128\dog_00011_flickr_dog_000013.jpg,dog,train
data\processed\images_128\cat_05300_pixabay_cat_000623.jpg,cat,train
data\processed\images_128\dog_04684_pixabay_dog_003998.jpg,dog,train
data\processed\images_128\cat_00250_flickr_cat_000285.jpg,cat,train
data\processed\images_128\dog_01055_flickr_dog_001175.jpg,dog,train
data\processed\images_128\dog_01781_pixabay_dog_000812.jpg,dog,train
data\processed\images_128\cat_04161_pixabay_cat_003749.jpg,cat,train
data\processed\images_128\dog_00229_flickr_dog_000257.jpg,dog,train
data\processed\images_128\cat_05072_pixabay_cat_004743.jpg,cat,train
data\processed\images_128\dog_04012_pixabay_dog_003256.jpg,dog,train
data\processed\images_128\cat_04507_pixabay_cat_004125.jpg,cat,train
data\processed\images_128\dog_00418_flickr_dog_000458.jpg,dog,train
data\processed\images_128\dog_02066_pixabay_dog_001126.jpg,dog,train
data\processed\images_128\dog_00847_flickr_dog_000943.jpg,dog,train
data\processed\images_128\cat_01165_pixabay_cat_000481.jpg,cat,train
data\processed\images_128\cat_00309_flickr_cat_000352.jpg,cat,train
data\processed\images_128\dog_02730_pixabay_dog_001848.jpg,dog,train
data\processed\images_128\cat_04619_pixabay_cat_004248.jpg,cat,train
data\processed\images_128\dog_00207_flickr_dog_000231.jpg,dog,train
data\processed\images_128\cat_05089_pixabay_cat_004761.jpg,cat,train
data\processed\images_128\cat_04146_pixabay_cat_003730.jpg,cat,train
data\processed\images_128\dog_00580_flickr_dog_000643.jpg,dog,train
data\processed\images_128\cat_05035_pixabay_cat_004706.jpg,cat,train
data\processed\images_128\dog_03472_pixabay_dog_002665.jpg,dog,train
data\processed\images_128\dog_03094_pixabay_dog_002253.jpg,dog,train
data\processed\images_128\dog_00996_flickr_dog_001113.jpg,dog,train
data\processed\images_128\dog_03990_pixabay_dog_003232.jpg,dog,train
data\processed\images_128\cat_00588_flickr_cat_000665.jpg,cat,train
data\processed\images_128\dog_04694_pixabay_dog_004011.jpg,dog,train
data\processed\images_128\cat_03689_pixabay_cat_003235.jpg,cat,train
data\processed\images_128\dog_05055_pixabay_dog_002034.jpg,dog,train
data\processed\images_128\dog_03257_pixabay_dog_002431.jpg,dog,train
data\processed\images_128\cat_03916_pixabay_cat_003478.jpg,cat,train
data\processed\images_128\dog_00755_flickr_dog_000844.jpg,dog,train
data\processed\images_128\cat_00523_flickr_cat_000589.jpg,cat,train
data\processed\images_128\dog_03243_pixabay_dog_002415.jpg,dog,train
data\processed\images_128\dog_00823_flickr_dog_000917.jpg,dog,train
data\processed\images_128\cat_00477_flickr_cat_000537.jpg,cat,train
data\processed\images_128\dog_00700_flickr_dog_000778.jpg,dog,train
data\processed\images_128\cat_00039_flickr_cat_000044.jpg,cat,train
data\processed\images_128\cat_01947_pixabay_cat_001345.jpg,cat,train
data\processed\images_128\dog_01330_pixabay_dog_000296.jpg,dog,train
data\processed\images_128\dog_00624_flickr_dog_000692.jpg,dog,train
data\processed\images_128\dog_00708_flickr_dog_000789.jpg,dog,train
data\processed\images_128\cat_00173_flickr_cat_000197.jpg,cat,train
data\processed\images_128\cat_04083_pixabay_cat_003660.jpg,cat,train
data\processed\images_128\dog_03189_pixabay_dog_002356.jpg,dog,train
data\processed\images_128\dog_03233_pixabay_dog_002405.jpg,dog,train
data\processed\images_128\dog_02801_pixabay_dog_001929.jpg,dog,train
data\processed\images_128\cat_02127_pixabay_cat_001542.jpg,cat,train
data\processed\images_128\dog_00031_flickr_dog_000033.jpg,dog,train
data\processed\images_128\dog_04207_pixabay_dog_003475.jpg,dog,train
data\processed\images_128\cat_02834_pixabay_cat_002303.jpg,cat,train
data\processed\images_128\dog_01926_pixabay_dog_000970.jpg,dog,train
data\processed\images_128\dog_01514_pixabay_dog_000516.jpg,dog,train
data\processed\images_128\dog_01377_pixabay_dog_000354.jpg,dog,train
data\processed\images_128\cat_00379_flickr_cat_000428.jpg,cat,train
data\processed\images_128\dog_01070_pixabay_dog_000010.jpg,dog,train
data\processed\images_128\cat_05433_pixabay_cat_002212.jpg,cat,train
data\processed\images_128\cat_02600_pixabay_cat_002045.jpg,cat,train
data\processed\images_128\dog_04743_flickr_dog_000060.jpg,dog,train
data\processed\images_128\cat_03639_pixabay_cat_003177.jpg,cat,train
data\processed\images_128\dog_02618_pixabay_dog_001730.jpg,dog,train
data\processed\images_128\cat_04712_pixabay_cat_004348.jpg,cat,train
data\processed\images_128\cat_03891_pixabay_cat_003450.jpg,cat,train
data\processed\images_128\dog_04280_pixabay_dog_003560.jpg,dog,train
